RESEARCHER,Title,School Year,Published/Presented,Abstract,Keywords,Link
GERALD T. CAYABYAB,Covisance: A Real Time Mobile Recolorization Tool for Aiding Color Vision Deficient Users Utilizing D-15 Color Arrangement Test,2017,3,"In this paper, we developed a new mobile application designed to serve as a color vision enhancement tool for individuals with color vision deficiency, or commonly known as color blindness. A person who suffers from Color Vision Deficiency (CVD) faces many complexities in everyday life in even the simplest activities due to having a narrower color spectrum which caused them to perceive colors with similar shades and intensity. Hence, to address this problem, a color vision enhancement method using LMS Daltonization Algorithm was utilized to transform or convert the color of images into a clearer and more recognizable colors to differentiate the colors of two unrelated areas. The application was also designed for a real-time image color processing function that minimizes color discrimination by changing the color for better representation. The application also provided an assessment to identify the user's colorblindness type using D-15 Color Arrangement Test. To validate the accuracy and correctness of information, selected doctors of Optometry and CVD users evaluated the mobile application.","Mobile Application, Color Vision, Deficiency, Farnsworth D-15 CVD Test, LMS Daltonization Algorithm, Image Coor Processing",https://dl.acm.org/doi/abs/10.1145/3168390.3168432
FELIZARDO C. REYES JR,Covisance: A Real Time Mobile Recolorization Tool for Aiding Color Vision Deficient Users Utilizing D-15 Color Arrangement Test,2017,3,"In this paper, we developed a new mobile application designed to serve as a color vision enhancement tool for individuals with color vision deficiency, or commonly known as color blindness. A person who suffers from Color Vision Deficiency (CVD) faces many complexities in everyday life in even the simplest activities due to having a narrower color spectrum which caused them to perceive colors with similar shades and intensity. Hence, to address this problem, a color vision enhancement method using LMS Daltonization Algorithm was utilized to transform or convert the color of images into a clearer and more recognizable colors to differentiate the colors of two unrelated areas. The application was also designed for a real-time image color processing function that minimizes color discrimination by changing the color for better representation. The application also provided an assessment to identify the user's colorblindness type using D-15 Color Arrangement Test. To validate the accuracy and correctness of information, selected doctors of Optometry and CVD users evaluated the mobile application.","Mobile Application, Color Vision, Deficiency, Farnsworth D-15 CVD Test, LMS Daltonization Algorithm, Image Coor Processing",https://dl.acm.org/doi/abs/10.1145/3168390.3168432
FREDILYN B. CALANDA,Covisance: A Real Time Mobile Recolorization Tool for Aiding Color Vision Deficient Users Utilizing D-15 Color Arrangement Test,2017,3,"In this paper, we developed a new mobile application designed to serve as a color vision enhancement tool for individuals with color vision deficiency, or commonly known as color blindness. A person who suffers from Color Vision Deficiency (CVD) faces many complexities in everyday life in even the simplest activities due to having a narrower color spectrum which caused them to perceive colors with similar shades and intensity. Hence, to address this problem, a color vision enhancement method using LMS Daltonization Algorithm was utilized to transform or convert the color of images into a clearer and more recognizable colors to differentiate the colors of two unrelated areas. The application was also designed for a real-time image color processing function that minimizes color discrimination by changing the color for better representation. The application also provided an assessment to identify the user's colorblindness type using D-15 Color Arrangement Test. To validate the accuracy and correctness of information, selected doctors of Optometry and CVD users evaluated the mobile application.","Mobile Application, Color Vision, Deficiency, Farnsworth D-15 CVD Test, LMS Daltonization Algorithm, Image Coor Processing",https://dl.acm.org/doi/abs/10.1145/3168390.3168432
JEAN ANGELES,AR Plants: Herbal Plant Mobile Application Utilizing Augmented Reality,2017,3,"This paper intends to introduce a mobile application that provides information about herbal plants commonly found in the Philippines utilizing augmented reality. All information about herbal plants were provided by the Philippine Institute of Traditional and Alternative Health Care (PITAHC) including its characteristics, scientific names, vitamin content, uses, where to find it and procedure how to use it. For the development of the mobile application, we used Unity software and Vuforia SDK as it may provide many resources such as image converter, camera, tracker, video background renderer, application code, user-defined targets, and device databases. We also used the Vuforia QCAR algorithm that can identify the tracking points of the image target from the database and will be used for augmentation of 3D models. In evaluating the acceptability of AR Plants mobile application, a 5-point Likert-scaled questionnaire was designed and validated by IT experts. With the total average mean of 4.29, it shows that the mobile application is acceptable in terms suitability, accurateness, learnability, operability, time behavior, resource utilization, and recovery. With the use of multimedia content and AR technology, it can help the user to become aware, engage, and enhance his vision with useful information about the surrounding environment. For future works, we recommend to add additional kinds of herbal plants, provide a cloud database and to use a better algorithm for identifying real-life targets.","herbal plants, mobile application, herbal medicinal plants, augmented reality, object recognition",https://dl.acm.org/doi/abs/10.1145/3168390.3168426
FREDILYN CALANDA,AR Plants: Herbal Plant Mobile Application Utilizing Augmented Reality,2017,3,"This paper intends to introduce a mobile application that provides information about herbal plants commonly found in the Philippines utilizing augmented reality. All information about herbal plants were provided by the Philippine Institute of Traditional and Alternative Health Care (PITAHC) including its characteristics, scientific names, vitamin content, uses, where to find it and procedure how to use it. For the development of the mobile application, we used Unity software and Vuforia SDK as it may provide many resources such as image converter, camera, tracker, video background renderer, application code, user-defined targets, and device databases. We also used the Vuforia QCAR algorithm that can identify the tracking points of the image target from the database and will be used for augmentation of 3D models. In evaluating the acceptability of AR Plants mobile application, a 5-point Likert-scaled questionnaire was designed and validated by IT experts. With the total average mean of 4.29, it shows that the mobile application is acceptable in terms suitability, accurateness, learnability, operability, time behavior, resource utilization, and recovery. With the use of multimedia content and AR technology, it can help the user to become aware, engage, and enhance his vision with useful information about the surrounding environment. For future works, we recommend to add additional kinds of herbal plants, provide a cloud database and to use a better algorithm for identifying real-life targets.","herbal plants, mobile application, herbal medicinal plants, augmented reality, object recognition",https://dl.acm.org/doi/abs/10.1145/3168390.3168426
MARK JADE CORPUZ,AR Plants: Herbal Plant Mobile Application Utilizing Augmented Reality,2017,3,"This paper intends to introduce a mobile application that provides information about herbal plants commonly found in the Philippines utilizing augmented reality. All information about herbal plants were provided by the Philippine Institute of Traditional and Alternative Health Care (PITAHC) including its characteristics, scientific names, vitamin content, uses, where to find it and procedure how to use it. For the development of the mobile application, we used Unity software and Vuforia SDK as it may provide many resources such as image converter, camera, tracker, video background renderer, application code, user-defined targets, and device databases. We also used the Vuforia QCAR algorithm that can identify the tracking points of the image target from the database and will be used for augmentation of 3D models. In evaluating the acceptability of AR Plants mobile application, a 5-point Likert-scaled questionnaire was designed and validated by IT experts. With the total average mean of 4.29, it shows that the mobile application is acceptable in terms suitability, accurateness, learnability, operability, time behavior, resource utilization, and recovery. With the use of multimedia content and AR technology, it can help the user to become aware, engage, and enhance his vision with useful information about the surrounding environment. For future works, we recommend to add additional kinds of herbal plants, provide a cloud database and to use a better algorithm for identifying real-life targets.","herbal plants, mobile application, herbal medicinal plants, augmented reality, object recognition",https://dl.acm.org/doi/abs/10.1145/3168390.3168426
JUNNEL AVESTRO,AR Plants: Herbal Plant Mobile Application Utilizing Augmented Reality,2017,3,"This paper intends to introduce a mobile application that provides information about herbal plants commonly found in the Philippines utilizing augmented reality. All information about herbal plants were provided by the Philippine Institute of Traditional and Alternative Health Care (PITAHC) including its characteristics, scientific names, vitamin content, uses, where to find it and procedure how to use it. For the development of the mobile application, we used Unity software and Vuforia SDK as it may provide many resources such as image converter, camera, tracker, video background renderer, application code, user-defined targets, and device databases. We also used the Vuforia QCAR algorithm that can identify the tracking points of the image target from the database and will be used for augmentation of 3D models. In evaluating the acceptability of AR Plants mobile application, a 5-point Likert-scaled questionnaire was designed and validated by IT experts. With the total average mean of 4.29, it shows that the mobile application is acceptable in terms suitability, accurateness, learnability, operability, time behavior, resource utilization, and recovery. With the use of multimedia content and AR technology, it can help the user to become aware, engage, and enhance his vision with useful information about the surrounding environment. For future works, we recommend to add additional kinds of herbal plants, provide a cloud database and to use a better algorithm for identifying real-life targets.","herbal plants, mobile application, herbal medicinal plants, augmented reality, object recognition",https://dl.acm.org/doi/abs/10.1145/3168390.3168426
FREDILYN CALANDA,"E-rice: An Expert System using Rule-Based Algorithm To Detect, Diagnose, and Prescribe Control Options for Rice Plant Diseases in the Philippines",2017,3,"This paper presents the design and development of an application that will help farmers to identify problems in rice plants and provide actionable advice to detect and diagnose rice plants diseases and prescribe possible control options. Since rice remains the agricultural commodity in the Philippines and the staple food among low-income Filipinos, rice production should increase. But due to inefficient rice production management caused by diseases and disorders, income generation of rice farmers is decreasing. And while technology continues to innovate, e-RICE was developed as a mobile application that would acquaint the farmers some cases of rice plant diseases and disorders with prescription options such as the natural and chemical solution. The system used the Rule-Based algorithm as a classification method to generate rules from the acquired knowledge and expertise of rice specialists. It was also utilized in the application to classify the symptoms given by the farmers that leads to correct diagnosis of common diseases and disorders of rice plants in the Philippines. The IF-THEN rules were utilized in the classification of rice plant diseases and disorders. The agile model was used in the development of the application since it includes extreme programming and dynamic systems development to come up with an innovative diagnostic tool for farmers. Each iteration was reviewed and assessed by the development team, rice farmers, and agriculturist. Through successive tests and evaluation, the farmers, agriculture students, and agriculturist gave a total rating of 4.29. Respondents agree that the developed application was functional in terms of providing correct rice plant diagnosis and prescribing proper control options even with the absence of specialists. It is recommended to include varieties of rice plants in the country and deploy the application to other platforms to reach out more users.","Diseases, disorder, e-rice, functionality, farmers, mobile application, rice plant ",https://dl.acm.org/doi/abs/10.1145/3168390.3168431
MARK JADE CORPUZ,"E-rice: An Expert System using Rule-Based Algorithm To Detect, Diagnose, and Prescribe Control Options for Rice Plant Diseases in the Philippines",2017,3,"This paper presents the design and development of an application that will help farmers to identify problems in rice plants and provide actionable advice to detect and diagnose rice plants diseases and prescribe possible control options. Since rice remains the agricultural commodity in the Philippines and the staple food among low-income Filipinos, rice production should increase. But due to inefficient rice production management caused by diseases and disorders, income generation of rice farmers is decreasing. And while technology continues to innovate, e-RICE was developed as a mobile application that would acquaint the farmers some cases of rice plant diseases and disorders with prescription options such as the natural and chemical solution. The system used the Rule-Based algorithm as a classification method to generate rules from the acquired knowledge and expertise of rice specialists. It was also utilized in the application to classify the symptoms given by the farmers that leads to correct diagnosis of common diseases and disorders of rice plants in the Philippines. The IF-THEN rules were utilized in the classification of rice plant diseases and disorders. The agile model was used in the development of the application since it includes extreme programming and dynamic systems development to come up with an innovative diagnostic tool for farmers. Each iteration was reviewed and assessed by the development team, rice farmers, and agriculturist. Through successive tests and evaluation, the farmers, agriculture students, and agriculturist gave a total rating of 4.29. Respondents agree that the developed application was functional in terms of providing correct rice plant diagnosis and prescribing proper control options even with the absence of specialists. It is recommended to include varieties of rice plants in the country and deploy the application to other platforms to reach out more users.","Diseases, disorder, e-rice, functionality, farmers, mobile application, rice plant ",https://dl.acm.org/doi/abs/10.1145/3168390.3168431
JEAN ANGELES,"E-rice: An Expert System using Rule-Based Algorithm To Detect, Diagnose, and Prescribe Control Options for Rice Plant Diseases in the Philippines",2017,3,"This paper presents the design and development of an application that will help farmers to identify problems in rice plants and provide actionable advice to detect and diagnose rice plants diseases and prescribe possible control options. Since rice remains the agricultural commodity in the Philippines and the staple food among low-income Filipinos, rice production should increase. But due to inefficient rice production management caused by diseases and disorders, income generation of rice farmers is decreasing. And while technology continues to innovate, e-RICE was developed as a mobile application that would acquaint the farmers some cases of rice plant diseases and disorders with prescription options such as the natural and chemical solution. The system used the Rule-Based algorithm as a classification method to generate rules from the acquired knowledge and expertise of rice specialists. It was also utilized in the application to classify the symptoms given by the farmers that leads to correct diagnosis of common diseases and disorders of rice plants in the Philippines. The IF-THEN rules were utilized in the classification of rice plant diseases and disorders. The agile model was used in the development of the application since it includes extreme programming and dynamic systems development to come up with an innovative diagnostic tool for farmers. Each iteration was reviewed and assessed by the development team, rice farmers, and agriculturist. Through successive tests and evaluation, the farmers, agriculture students, and agriculturist gave a total rating of 4.29. Respondents agree that the developed application was functional in terms of providing correct rice plant diagnosis and prescribing proper control options even with the absence of specialists. It is recommended to include varieties of rice plants in the country and deploy the application to other platforms to reach out more users.","Diseases, disorder, e-rice, functionality, farmers, mobile application, rice plant ",https://dl.acm.org/doi/abs/10.1145/3168390.3168431
JUNNEL AVESTRO,"E-rice: An Expert System using Rule-Based Algorithm To Detect, Diagnose, and Prescribe Control Options for Rice Plant Diseases in the Philippines",2017,3,"This paper presents the design and development of an application that will help farmers to identify problems in rice plants and provide actionable advice to detect and diagnose rice plants diseases and prescribe possible control options. Since rice remains the agricultural commodity in the Philippines and the staple food among low-income Filipinos, rice production should increase. But due to inefficient rice production management caused by diseases and disorders, income generation of rice farmers is decreasing. And while technology continues to innovate, e-RICE was developed as a mobile application that would acquaint the farmers some cases of rice plant diseases and disorders with prescription options such as the natural and chemical solution. The system used the Rule-Based algorithm as a classification method to generate rules from the acquired knowledge and expertise of rice specialists. It was also utilized in the application to classify the symptoms given by the farmers that leads to correct diagnosis of common diseases and disorders of rice plants in the Philippines. The IF-THEN rules were utilized in the classification of rice plant diseases and disorders. The agile model was used in the development of the application since it includes extreme programming and dynamic systems development to come up with an innovative diagnostic tool for farmers. Each iteration was reviewed and assessed by the development team, rice farmers, and agriculturist. Through successive tests and evaluation, the farmers, agriculture students, and agriculturist gave a total rating of 4.29. Respondents agree that the developed application was functional in terms of providing correct rice plant diagnosis and prescribing proper control options even with the absence of specialists. It is recommended to include varieties of rice plants in the country and deploy the application to other platforms to reach out more users.","Diseases, disorder, e-rice, functionality, farmers, mobile application, rice plant ",https://dl.acm.org/doi/abs/10.1145/3168390.3168431
JUNNEL AVESTRO,House Design Flood and Earthquake Resistant Recommender Application Implementing Case-Base Content Filtering Algorithm,2017,3,"In this study we developed an application which can help the future and current residents of Marikina City, Architects and Engineers by providing a pre-defined Flood and Earthquake house design and infrastructure based on the National Structural Code of the Philippines. The application contains Geohazard Maps which are the Fault line Map, Flood Prone Areas Map and Zoning Map. Also the application will present the available lots within the Marikina City's Residential Zone. Along with recommendation of house designs, the estimated cost of the house will be calculated based on the standard budget estimates used by the Marikina City Planning Office. We implemented Case- Base Content Filtering algorithm for finding the best house design from user's input. The application will provide a pre-defined house designs based on user's input House Style, Lot size, Floor area and Number of Floors and present an available location within Marikina City's Residential Zone","Mobile application, flood resistant, earthquake resistant, GeoHazard map, Case-based content filtering algorithm",https://dl.acm.org/doi/abs/10.1145/3168390.3168427
MARK JADE CORPUZ,House Design Flood and Earthquake Resistant Recommender Application Implementing Case-Base Content Filtering Algorithm,2017,3,"In this study we developed an application which can help the future and current residents of Marikina City, Architects and Engineers by providing a pre-defined Flood and Earthquake house design and infrastructure based on the National Structural Code of the Philippines. The application contains Geohazard Maps which are the Fault line Map, Flood Prone Areas Map and Zoning Map. Also the application will present the available lots within the Marikina City's Residential Zone. Along with recommendation of house designs, the estimated cost of the house will be calculated based on the standard budget estimates used by the Marikina City Planning Office. We implemented Case- Base Content Filtering algorithm for finding the best house design from user's input. The application will provide a pre-defined house designs based on user's input House Style, Lot size, Floor area and Number of Floors and present an available location within Marikina City's Residential Zone","Mobile application, flood resistant, earthquake resistant, GeoHazard map, Case-based content filtering algorithm",https://dl.acm.org/doi/abs/10.1145/3168390.3168427
FREDILYN CALANDA,House Design Flood and Earthquake Resistant Recommender Application Implementing Case-Base Content Filtering Algorithm,2017,3,"In this study we developed an application which can help the future and current residents of Marikina City, Architects and Engineers by providing a pre-defined Flood and Earthquake house design and infrastructure based on the National Structural Code of the Philippines. The application contains Geohazard Maps which are the Fault line Map, Flood Prone Areas Map and Zoning Map. Also the application will present the available lots within the Marikina City's Residential Zone. Along with recommendation of house designs, the estimated cost of the house will be calculated based on the standard budget estimates used by the Marikina City Planning Office. We implemented Case- Base Content Filtering algorithm for finding the best house design from user's input. The application will provide a pre-defined house designs based on user's input House Style, Lot size, Floor area and Number of Floors and present an available location within Marikina City's Residential Zone","Mobile application, flood resistant, earthquake resistant, GeoHazard map, Case-based content filtering algorithm",https://dl.acm.org/doi/abs/10.1145/3168390.3168427
JEAN ANGELES,House Design Flood and Earthquake Resistant Recommender Application Implementing Case-Base Content Filtering Algorithm,2017,3,"In this study we developed an application which can help the future and current residents of Marikina City, Architects and Engineers by providing a pre-defined Flood and Earthquake house design and infrastructure based on the National Structural Code of the Philippines. The application contains Geohazard Maps which are the Fault line Map, Flood Prone Areas Map and Zoning Map. Also the application will present the available lots within the Marikina City's Residential Zone. Along with recommendation of house designs, the estimated cost of the house will be calculated based on the standard budget estimates used by the Marikina City Planning Office. We implemented Case- Base Content Filtering algorithm for finding the best house design from user's input. The application will provide a pre-defined house designs based on user's input House Style, Lot size, Floor area and Number of Floors and present an available location within Marikina City's Residential Zone","Mobile application, flood resistant, earthquake resistant, GeoHazard map, Case-based content filtering algorithm",https://dl.acm.org/doi/abs/10.1145/3168390.3168427
JUNNEL AVESTRO,Erheumatologist: Mobile-Based Expert System for Rheumatology Utilizing Fuzzy Logic Algorithm,2017,3,"Rheumatic or musculoskeletal conditions comprise over 150 diseases and syndromes, which are usually progressive and associated with pain. They can broadly be categorized as joint diseases, physical disability, spinal disorders, and conditions resulting from trauma. Musculoskeletal conditions are leading causes of morbidity and disability, giving rise to enormous healthcare expenditures and loss of work. [1]The annual mortality rate per 100,000 people from rheumatoid arthritis in Philippines has increased by 17.6% since 1990, an average of 0.8% a year.[2]Likewise, we developed a mobile-based expert system focusing on rheumatic disease which allows users to diagnose their current rheumatic condition. It allows user to identify the possible cause of their joints and muscle pain. It will benefit the user since the system will enhance their knowledge of rheumatic diseases aside from the basic information they have The system applies the concept of Fuzzy Logic Algorithm to be able to get the possible result of diagnostic testing. This algorithm will allow the system to determine and categorize possible symptoms and evaluated by the different rules as part of the inference engine and validated by the knowledge-based database. The system also includes additional feature in providing information of different rheumatic disease and possible remedies. The system was evaluated by different users such as Rheumatologist, mobile developer and possible user of different ages to ensure that the system achieve its goals and objectives. As a result of the evaluation, users agreed that the application performed its functions as a diagnostic tool, can provide a good interface for ease of access and able to provide a clear and concise information.","Mobile expert system, fuzzy logic algorithm, prevalence",https://dl.acm.org/doi/abs/10.1145/3168390.3168428
MARK JADE CORPUZ,Erheumatologist: Mobile-Based Expert System for Rheumatology Utilizing Fuzzy Logic Algorithm,2017,3,"Rheumatic or musculoskeletal conditions comprise over 150 diseases and syndromes, which are usually progressive and associated with pain. They can broadly be categorized as joint diseases, physical disability, spinal disorders, and conditions resulting from trauma. Musculoskeletal conditions are leading causes of morbidity and disability, giving rise to enormous healthcare expenditures and loss of work. [1]The annual mortality rate per 100,000 people from rheumatoid arthritis in Philippines has increased by 17.6% since 1990, an average of 0.8% a year.[2]Likewise, we developed a mobile-based expert system focusing on rheumatic disease which allows users to diagnose their current rheumatic condition. It allows user to identify the possible cause of their joints and muscle pain. It will benefit the user since the system will enhance their knowledge of rheumatic diseases aside from the basic information they have The system applies the concept of Fuzzy Logic Algorithm to be able to get the possible result of diagnostic testing. This algorithm will allow the system to determine and categorize possible symptoms and evaluated by the different rules as part of the inference engine and validated by the knowledge-based database. The system also includes additional feature in providing information of different rheumatic disease and possible remedies. The system was evaluated by different users such as Rheumatologist, mobile developer and possible user of different ages to ensure that the system achieve its goals and objectives. As a result of the evaluation, users agreed that the application performed its functions as a diagnostic tool, can provide a good interface for ease of access and able to provide a clear and concise information.","Mobile expert system, fuzzy logic algorithm, prevalence",https://dl.acm.org/doi/abs/10.1145/3168390.3168428
FREDILYN CALANDA,Erheumatologist: Mobile-Based Expert System for Rheumatology Utilizing Fuzzy Logic Algorithm,2017,3,"Rheumatic or musculoskeletal conditions comprise over 150 diseases and syndromes, which are usually progressive and associated with pain. They can broadly be categorized as joint diseases, physical disability, spinal disorders, and conditions resulting from trauma. Musculoskeletal conditions are leading causes of morbidity and disability, giving rise to enormous healthcare expenditures and loss of work. [1]The annual mortality rate per 100,000 people from rheumatoid arthritis in Philippines has increased by 17.6% since 1990, an average of 0.8% a year.[2]Likewise, we developed a mobile-based expert system focusing on rheumatic disease which allows users to diagnose their current rheumatic condition. It allows user to identify the possible cause of their joints and muscle pain. It will benefit the user since the system will enhance their knowledge of rheumatic diseases aside from the basic information they have The system applies the concept of Fuzzy Logic Algorithm to be able to get the possible result of diagnostic testing. This algorithm will allow the system to determine and categorize possible symptoms and evaluated by the different rules as part of the inference engine and validated by the knowledge-based database. The system also includes additional feature in providing information of different rheumatic disease and possible remedies. The system was evaluated by different users such as Rheumatologist, mobile developer and possible user of different ages to ensure that the system achieve its goals and objectives. As a result of the evaluation, users agreed that the application performed its functions as a diagnostic tool, can provide a good interface for ease of access and able to provide a clear and concise information.","Mobile expert system, fuzzy logic algorithm, prevalence",https://dl.acm.org/doi/abs/10.1145/3168390.3168428
JEAN ANGELES,Erheumatologist: Mobile-Based Expert System for Rheumatology Utilizing Fuzzy Logic Algorithm,2017,3,"Rheumatic or musculoskeletal conditions comprise over 150 diseases and syndromes, which are usually progressive and associated with pain. They can broadly be categorized as joint diseases, physical disability, spinal disorders, and conditions resulting from trauma. Musculoskeletal conditions are leading causes of morbidity and disability, giving rise to enormous healthcare expenditures and loss of work. [1]The annual mortality rate per 100,000 people from rheumatoid arthritis in Philippines has increased by 17.6% since 1990, an average of 0.8% a year.[2]Likewise, we developed a mobile-based expert system focusing on rheumatic disease which allows users to diagnose their current rheumatic condition. It allows user to identify the possible cause of their joints and muscle pain. It will benefit the user since the system will enhance their knowledge of rheumatic diseases aside from the basic information they have The system applies the concept of Fuzzy Logic Algorithm to be able to get the possible result of diagnostic testing. This algorithm will allow the system to determine and categorize possible symptoms and evaluated by the different rules as part of the inference engine and validated by the knowledge-based database. The system also includes additional feature in providing information of different rheumatic disease and possible remedies. The system was evaluated by different users such as Rheumatologist, mobile developer and possible user of different ages to ensure that the system achieve its goals and objectives. As a result of the evaluation, users agreed that the application performed its functions as a diagnostic tool, can provide a good interface for ease of access and able to provide a clear and concise information.","Mobile expert system, fuzzy logic algorithm, prevalence",https://dl.acm.org/doi/abs/10.1145/3168390.3168428
CRIS PAULO HATE,Weighted Adaptive Multi-parameter Edge Evaluation (WAMEE) Metric for MANET-type Topologies using a Genetic Path Finding Algorithm,2017,3,"A novel approach in the formulation of a metric for Mobile AdHoc Networks (MANET) is developed. The constant movement, the appearance of new nodes, and the disappearance of pre-existing routes have negative effects on the network, therefore, routing metrics of wired systems may not be the most effective methods of measurement for the wireless systems. If the classiical methods are utilized by the MANETs, ineffectivity may ensue due to the heavily dynamic nature of its nodes. This papre introduces a new metric called Weigthed Adaptive Multi-parameter Edge Evaluation (WAMEE) which evaluates multiple metrics, both used by wire and wireless networks. This new metric is to be applied to a Genetic Path Search Algorithm. Results show that a comparable result in the route selection process is present between the classic approach and this alternate method.","MANET, metric, routing, spf, ga, optimization",(PDF) Weighted Adaptive Multi-parameter Edge Evaluation (WAMEE) Metric for MANET-Type Topologies using Genetic Path Finding Algorithm (researchgate.net)
ROSMINA JOY CABAUATAN,Predicting Classification of Telecommunication Subscribers Based on Polytomous Logistic Regression Usage Model,2017,3,"Validating the performance of data mining models requires data not seen during model creation. In this paper, a bootstrapped partition of a full dataset has been used to gauge the ability of polytomous logistic regression models in predicting classifications of telecommunication subscribers. Coded coefficients of significant predictors facilitated the calculation of log of odds attributed to each group of users and formulation of logistic regression equations. Converted from the results are executed probabilities used for obtaining distinct group memberships. The classification rate obtained from cross-tabulated counts and percentages confirmed the capability of the model. With accurate predictions, the models could provide decision makers a better understanding of individual interactions and group-level behaviors of subscribers, a tipoff for improvement of Short Message Service (SMS) schemes to positively leverage service usage to generate more profit while extending customer satisfaction.","supervised learning, logistic regression, probabilities, classification, data mining, bootstrapping",https://dl.acm.org/doi/abs/10.1145/3055635.3056615
JERRY E. BORROMEO,Eurologist: Expert System for Early Diagnosis and Initial Remedies for Urinary Diseases using Rete Algorithm,2017,3,"The  system  called  eUrologist  is  an  expert  system  that  diagnoses  and  gives  initial treatments to help not only those people who experience urinary disease but also helps any user to prevent and be knowledgeable about the urinary diseases. This technology interacts with the user by converting the knowledge of an expert into a software code and applies it to a system to produce a result.  The  developed  mobile  based  urology expert  system  gives  further  information  on  urinary disease  and  gives initial  treatment. The  methodology used  is  Rapid Application  Development to conceptualize and plan for the development.  To support the expert system in decision-making, the Rete  Algorithm  was  used for  the simulation  of questions  and diagnosing  diseases to  display the possible  result.  The  mobile  application  was  evaluated  based  on  usability,  functionality,  and efficiency  using  the ISO  9126  software  quality  measurement  as an  evaluation  tool.  The  survey method  was  also  conducted  to  an expert  in  urology  and  the  common  user  that  experience  the symptoms in  the urinary.  Thus, the result  of the  evaluation was interpreted  as acceptable  with an overall rating of 4.19.","expert system, mobile application, rete algorithm",(PDF) eUrologist: Expert System for Early Diagnosis and Initial Remedies for Urinary Diseases using RETE Algorithm eUrologist: Expert System for Early Diagnosis and Initial Remedies for Urinary Diseases using RETE Algorithm (researchgate.net)
FELIZARDO C. REYES JR.,Eurologist: Expert System for Early Diagnosis and Initial Remedies for Urinary Diseases using Rete Algorithm,2017,3,"The  system  called  eUrologist  is  an  expert  system  that  diagnoses  and  gives  initial treatments to help not only those people who experience urinary disease but also helps any user to prevent and be knowledgeable about the urinary diseases. This technology interacts with the user by converting the knowledge of an expert into a software code and applies it to a system to produce a result.  The  developed  mobile  based  urology expert  system  gives  further  information  on  urinary disease  and  gives initial  treatment. The  methodology used  is  Rapid Application  Development to conceptualize and plan for the development.  To support the expert system in decision-making, the Rete  Algorithm  was  used for  the simulation  of questions  and diagnosing  diseases to  display the possible  result.  The  mobile  application  was  evaluated  based  on  usability,  functionality,  and efficiency  using  the ISO  9126  software  quality  measurement  as an  evaluation  tool.  The  survey method  was  also  conducted  to  an expert  in  urology  and  the  common  user  that  experience  the symptoms in  the urinary.  Thus, the result  of the  evaluation was interpreted  as acceptable  with an overall rating of 4.19.","expert system, mobile application, rete algorithm",(PDF) eUrologist: Expert System for Early Diagnosis and Initial Remedies for Urinary Diseases using RETE Algorithm eUrologist: Expert System for Early Diagnosis and Initial Remedies for Urinary Diseases using RETE Algorithm (researchgate.net)
JEAN M. ANGELES,Eurologist: Expert System for Early Diagnosis and Initial Remedies for Urinary Diseases using Rete Algorithm,2017,3,"The  system  called  eUrologist  is  an  expert  system  that  diagnoses  and  gives  initial treatments to help not only those people who experience urinary disease but also helps any user to prevent and be knowledgeable about the urinary diseases. This technology interacts with the user by converting the knowledge of an expert into a software code and applies it to a system to produce a result.  The  developed  mobile  based  urology expert  system  gives  further  information  on  urinary disease  and  gives initial  treatment. The  methodology used  is  Rapid Application  Development to conceptualize and plan for the development.  To support the expert system in decision-making, the Rete  Algorithm  was  used for  the simulation  of questions  and diagnosing  diseases to  display the possible  result.  The  mobile  application  was  evaluated  based  on  usability,  functionality,  and efficiency  using  the ISO  9126  software  quality  measurement  as an  evaluation  tool.  The  survey method  was  also  conducted  to  an expert  in  urology  and  the  common  user  that  experience  the symptoms in  the urinary.  Thus, the result  of the  evaluation was interpreted  as acceptable  with an overall rating of 4.19.","expert system, mobile application, rete algorithm",(PDF) eUrologist: Expert System for Early Diagnosis and Initial Remedies for Urinary Diseases using RETE Algorithm eUrologist: Expert System for Early Diagnosis and Initial Remedies for Urinary Diseases using RETE Algorithm (researchgate.net)
JEAN ANGELES,AR Plants: Herbal Plant Mobile Application Utilizing Augmented Reality,2017,3,"This paper intends to introduce a mobile application that provides information about herbal plants commonly found in the Philippines utilizing augmented reality. All information about herbal plants were provided by the Philippine Institute of Traditional and Alternative Health Care (PITAHC) including its characteristics, scientific names, vitamin content, uses, where to find it and procedure how to use it. For the development of the mobile application, we used Unity software and Vuforia SDK as it may provide many resources such as image converter, camera, tracker, video background renderer, application code, user-defined targets, and device databases. We also used the Vuforia QCAR algorithm that can identify the tracking points of the image target from the database and will be used for augmentation of 3D models. In evaluating the acceptability of AR Plants mobile application, a 5-point Likert-scaled questionnaire was designed and validated by IT experts. With the total average mean of 4.29, it shows that the mobile application is acceptable in terms suitability, accurateness, learnability, operability, time behavior, resource utilization, and recovery. With the use of multimedia content and AR technology, it can help the user to become aware, engage, and enhance his vision with useful information about the surrounding environment. For future works, we recommend to add additional kinds of herbal plants, provide a cloud database and to use a better algorithm for identifying real-life targets.","Mobile application, augmented reality, object recognition, herbal plants ",AR-Plants-Herbal-Plant-Mobile-Application-utilizing-Augmented-Reality.pdf (researchgate.net)
